,buurt_code,gm_naam,regio,aantal_inwoners,aantal_inwoners_tussen_25_44_percentage,aantal_huishoudens_met_kinderen_percentage,gemiddelde_huishoudensgrootte,woningvoorraad,gemiddelde_woningwaarde,meergezinswoning_percentage,bewoond_percentage,koopwoning_percentage,bouwjaar_vanaf_2000_percentage,afstand_tot_ziekenhuis_km,afstand_tot_grote_supermarkt_km,afstand_tot_cafe_km,afstand_tot_kinderdagverblijf_km,afstand_tot_buitenschoolseopvang_km,afstand_tot_openbaar_groen_km,afstand_tot_park_of_plantsoen_km,afstand_tot_bos_km,afstand_tot_hoofdverkeersweg_km,afstand_tot_treinstation_km,AfstandTotSemiOpenbaarGroenTotaal_83,leefbarometer_score,leefbarometer_fysieke_omgeving,leefbarometer_fysieke_overlast,leefbarometer_sociale_samenhang,leefbarometer_voorzieningen,aardgasverbruik_m3_gemiddeld,elektriciteitsverbruik_kwh_gemiddeld,social_economische_score_gemiddeld,geluid_van_treinverkeer,geluid_van_weg
476,BU03440831,Utrecht,Kanaleneiland-Zuid,8965,35.25,14.28,2.1,3676,264.0,88.0,97.0,27.0,13.0,4.0,0.3,0.3,0.3,1.1,0.0,0.0,0.0,1.4,0.0,0.0,3.85,-0.02,-0.16,-0.09,0.15,400.0,2340.0,-0.47,20.0,37.6
477,BU03440832,Utrecht,Kanaleneiland-Noord,8585,43.8,11.88,1.9,4098,251.0,90.0,96.0,16.0,27.0,4.2,0.3,1.1,0.5,0.4,0.0,0.0,0.0,1.8,0.0,0.0,3.91,-0.04,-0.14,-0.08,0.17,490.0,1950.0,-0.42,20.0,34.260000000000005
478,BU03440911,Utrecht,Bedrijventerrein De Wetering,0,,,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
479,BU03440912,Utrecht,Terwijde-West,5275,28.82,19.24,2.7,1907,488.0,28.0,97.0,62.0,99.0,2.5,1.2,2.6,0.7,0.7,0.0,0.0,0.0,1.8,0.0,0.0,4.15,-0.0,0.01,0.01,0.03,30.0,3150.0,0.3,23.21,26.060000000000002
480,BU03440913,Utrecht,Terwijde-Oost,5850,44.19,16.67,2.3,2379,431.0,64.0,97.0,45.0,100.0,1.3,0.5,2.5,0.4,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.1,-0.03,-0.03,-0.02,0.08,10.0,2680.0,0.36,27.24,35.010000000000005
481,BU03440921,Utrecht,Het Zand-West,6340,35.8,19.32,2.7,2337,485.0,33.0,98.0,68.0,97.0,2.5,1.2,1.6,0.4,0.5,0.0,0.0,0.0,2.4,0.0,0.0,4.13,-0.01,-0.0,0.01,0.04,150.0,3010.0,0.49,24.29,32.989999999999995
482,BU03440922,Utrecht,Het Zand-Oost,4595,36.45,20.24,2.9,1546,491.0,24.0,98.0,56.0,98.0,1.7,0.9,1.5,0.4,0.4,0.0,0.0,0.0,2.4,0.0,0.0,4.07,-0.02,-0.09,0.0,0.08,150.0,3010.0,0.26,24.96,31.360000000000003
483,BU03440931,Utrecht,Leidsche Rijn-Centrum,2300,64.57,6.96,1.7,1471,389.0,100.0,85.0,28.0,100.0,1.1,0.3,1.8,0.4,0.5,0.0,0.0,0.0,1.8,0.0,0.0,4.02,-0.07,-0.06,-0.0,0.14,10.0,1960.0,0.38,40.0,40.0
484,BU03440932,Utrecht,Grauwaart,1750,39.43,21.14,2.9,598,479.0,38.0,98.0,45.0,100.0,1.2,0.6,1.7,0.3,0.6,0.0,0.0,0.0,2.0,0.0,0.0,4.13,-0.05,-0.05,-0.0,0.12,0.0,2700.0,0.27,22.72,40.0
485,BU03440933,Utrecht,Hoge Weide,3630,45.73,21.21,3.1,1097,526.0,12.0,99.0,68.0,100.0,2.1,1.4,2.1,0.5,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.17,-0.08,-0.03,0.07,0.1,0.0,2990.0,0.56,29.689999999999998,39.760000000000005
486,BU03440934,Utrecht,Leeuwesteyn,1680,54.17,14.58,1.9,955,242.0,64.0,91.0,25.0,100.0,2.2,1.4,2.3,0.5,0.5,0.0,0.0,0.0,1.7,0.0,0.0,3.62,-0.06,-0.37,-0.01,0.06,0.0,1850.0,-0.78,0.0,0.0
487,BU03440941,Utrecht,Parkwijk-Noord,3370,26.26,20.03,2.7,1212,448.0,20.0,98.0,56.0,100.0,2.1,0.7,0.9,0.5,0.5,0.0,0.0,0.0,2.7,0.0,0.0,4.13,-0.0,-0.04,-0.02,0.08,0.0,2900.0,0.3,20.0,27.68
488,BU03440942,Utrecht,Parkwijk-Zuid,3735,30.52,17.4,2.4,1536,394.0,33.0,97.0,52.0,99.0,2.1,0.6,1.2,0.5,0.5,0.0,0.0,0.0,2.1,0.0,0.0,4.06,-0.02,-0.07,-0.04,0.11,0.0,2630.0,0.08,20.0,26.1
489,BU03440943,Utrecht,Langerak,4445,26.88,17.1,2.3,1849,439.0,38.0,97.0,64.0,52.0,2.8,0.8,1.3,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0.0,4.17,-0.01,0.02,-0.0,0.07,130.0,2850.0,0.32,20.0,33.019999999999996
490,BU03440951,Utrecht,Rijnvliet,1655,44.41,20.85,3.2,506,573.0,12.0,96.0,67.0,92.0,4.0,2.2,2.3,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,4.28,-0.04,0.04,0.1,0.04,460.0,3370.0,0.0,20.0,39.980000000000004
491,BU03440952,Utrecht,Bedrijvengebied Strijkviertel,0,,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
492,BU03440953,Utrecht,Bedrijvengebied Papendorp,20,50.0,0.0,1.3,6,0.0,0.0,0.0,0.0,0.0,4.7,2.3,2.3,1.1,2.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
493,BU03441011,Utrecht,Haarrijn,50,10.0,10.0,2.5,20,1051.0,0.0,90.0,95.0,20.0,4.7,1.4,1.4,0.4,0.7,0.0,0.0,0.0,2.6,0.0,0.0,,,,,,3100.0,5430.0,0.0,20.0,40.0
494,BU03441012,Utrecht,Haarzuilens en omgeving,540,15.74,15.74,2.5,227,721.0,3.0,91.0,78.0,10.0,6.3,2.7,2.7,1.0,1.1,0.0,0.0,0.0,4.0,0.0,0.0,4.3,-0.01,0.09,0.09,-0.07,2310.0,4300.0,0.34,22.53,27.6
495,BU03441013,Utrecht,Vleuten,8590,23.46,17.64,2.5,3462,451.0,18.0,98.0,66.0,18.0,4.6,0.8,0.7,0.5,0.4,0.0,0.0,0.0,2.8,0.0,0.0,4.19,0.0,0.02,0.01,0.05,1370.0,3090.0,0.26,20.85,27.159999999999997
496,BU03441014,Utrecht,Máximapark,995,22.11,20.6,3.3,298,853.0,0.0,97.0,98.0,58.0,4.1,1.3,1.3,0.8,0.7,0.0,0.0,0.0,2.6,0.0,0.0,4.39,-0.0,0.06,0.15,0.03,1860.0,4520.0,0.7,26.380000000000003,32.61
497,BU03441021,Utrecht,Vleuterweide-West,6070,25.12,20.84,3.0,2014,498.0,13.0,98.0,68.0,100.0,5.4,1.5,2.0,0.4,0.5,0.0,0.0,0.0,2.6,0.0,0.0,4.13,-0.0,0.0,0.02,-0.0,1160.0,3340.0,0.4,21.839999999999996,34.510000000000005
498,BU03441022,Utrecht,Vleuterweide-Noord/Oost/Centrum,7595,31.67,19.88,2.7,2784,464.0,29.0,98.0,64.0,93.0,4.9,0.8,1.5,0.7,0.7,0.0,0.0,0.0,2.7,0.0,0.0,4.12,-0.01,-0.03,0.01,0.03,1060.0,3110.0,0.36,23.990000000000002,31.52
499,BU03441023,Utrecht,Vleuterweide-Zuid,5040,30.36,21.73,3.2,1575,543.0,12.0,99.0,71.0,99.0,5.4,1.0,2.2,0.4,0.2,0.0,0.0,0.0,1.9,0.0,0.0,4.14,-0.02,-0.0,0.05,0.01,1160.0,3550.0,0.44,20.0,34.37
500,BU03441024,Utrecht,Veldhuizen,9210,22.96,19.92,2.7,3413,427.0,15.0,98.0,75.0,77.0,5.7,0.8,2.1,0.4,0.5,0.0,0.0,0.0,1.6,0.0,0.0,4.14,0.0,0.01,0.02,0.02,1100.0,3230.0,0.32,20.0,34.81
501,BU03441031,Utrecht,De Meern-Noord,5835,20.39,19.19,2.7,2118,515.0,13.0,99.0,81.0,32.0,3.7,1.2,0.8,0.8,0.5,0.0,0.0,0.0,2.0,0.0,0.0,4.2,-0.01,0.02,0.03,0.05,1020.0,3340.0,0.41,20.0,30.389999999999997
502,BU03441032,Utrecht,De Meern-Zuid,6520,23.7,17.41,2.4,2704,414.0,14.0,98.0,71.0,3.0,4.4,0.6,0.8,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.0,4.14,-0.0,-0.01,0.01,0.04,1500.0,2950.0,0.22,20.0,37.260000000000005
503,BU03441033,Utrecht,Bedrijvengebied Oudenrijn,260,26.92,15.38,2.2,112,626.0,7.0,88.0,88.0,38.0,3.6,1.1,1.4,0.9,0.9,0.0,0.0,0.0,2.2,0.0,0.0,4.25,-0.04,0.04,0.06,0.06,1860.0,3820.0,0.41,20.0,39.62
504,BU03441041,Utrecht,Rijnenburg,250,20.0,14.0,2.4,88,924.0,11.0,86.0,84.0,24.0,4.6,2.4,3.8,2.1,2.1,0.0,0.0,0.0,2.6,0.0,0.0,4.23,-0.07,0.04,0.08,-0.06,2410.0,4780.0,0.04,20.0,38.2
505,BU03450001,Veenendaal,Meesterweide,1025,17.56,8.29,1.7,608,242.0,67.0,97.0,42.0,21.0,2.0,0.4,0.3,0.4,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.05,-0.04,-0.01,-0.02,0.04,1000.0,2440.0,-0.3,20.0,35.769999999999996
506,BU03450002,Veenendaal,Schrijverswijk,1715,36.15,11.95,1.8,954,228.0,96.0,97.0,39.0,49.0,1.6,0.4,0.4,0.8,0.8,0.0,0.0,0.0,1.5,0.0,0.0,3.89,-0.02,-0.12,-0.06,0.06,800.0,1950.0,-0.2,20.0,34.93
507,BU03450003,Veenendaal,Achterkerk,1235,20.24,8.91,1.7,783,216.0,66.0,91.0,34.0,11.0,1.3,0.5,0.3,0.3,0.3,0.0,0.0,0.0,1.8,0.0,0.0,4.08,-0.03,-0.03,-0.02,0.08,980.0,2310.0,-0.41,20.0,37.86
508,BU03450099,Veenendaal,Koopcentrum,1430,24.83,4.9,1.6,882,285.0,94.0,94.0,54.0,47.0,1.3,0.2,0.2,0.4,0.6,0.0,0.0,0.0,1.6,0.0,0.0,,,,,,890.0,2250.0,0.11,,
509,BU03450110,Veenendaal,Dragonder Noord,4610,20.07,14.75,2.5,1901,285.0,26.0,93.0,65.0,5.0,2.8,0.4,1.1,0.4,0.4,0.0,0.0,0.0,1.2,0.0,0.0,,,,,,1360.0,2740.0,0.1,,
510,BU03450111,Veenendaal,Dragonder Zuid,3005,27.95,15.47,2.2,1367,220.0,73.0,99.0,50.0,0.0,2.2,0.4,0.9,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1080.0,2900.0,-0.25,,
511,BU03450112,Veenendaal,De Compagnie Oost,180,16.67,16.67,2.8,59,454.0,32.0,98.0,81.0,22.0,3.4,0.9,1.6,0.9,0.9,0.0,0.0,0.0,0.8,0.0,0.0,,,,,,1940.0,4090.0,0.0,,
512,BU03450113,Veenendaal,Spitsbergen,585,13.68,8.55,2.2,218,408.0,29.0,100.0,75.0,49.0,3.4,0.8,1.8,1.0,0.7,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,1440.0,2940.0,0.39,,
513,BU03450114,Veenendaal,Dragonder Oost,2265,28.7,17.88,2.6,885,342.0,38.0,98.0,66.0,100.0,2.7,1.1,1.8,0.4,0.4,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,940.0,3090.0,0.26,,
514,BU03450116,Veenendaal,Groenpoort,50,20.0,10.0,3.9,13,0.0,0.0,0.0,0.0,0.0,4.4,1.6,2.7,1.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,,,,,,2190.0,5580.0,0.0,,
515,BU03450117,Veenendaal,Buurtstede,3280,39.02,19.51,3.0,1091,364.0,21.0,99.0,64.0,100.0,3.5,0.5,2.6,1.9,1.9,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,2960.0,0.3,,
516,BU03450118,Veenendaal,Veenderij,2360,36.23,19.92,3.1,797,483.0,8.0,95.0,81.0,97.0,3.4,1.1,2.6,1.9,1.9,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,280.0,3760.0,0.61,,
517,BU03450220,Veenendaal,Engelenburg,3780,23.02,13.49,2.0,2017,192.0,82.0,95.0,25.0,5.0,1.2,1.0,0.8,0.2,0.5,0.0,0.0,0.0,1.2,0.0,0.0,,,,,,990.0,2500.0,-0.5,,
518,BU03450221,Veenendaal,Het Ambacht,1275,35.69,14.51,2.2,624,250.0,55.0,96.0,33.0,51.0,0.9,1.1,1.2,0.6,0.6,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,1010.0,2830.0,-0.05,,
519,BU03450222,Veenendaal,Gezonken Hoek,2485,18.91,15.29,2.4,1047,324.0,24.0,98.0,66.0,0.0,0.6,1.0,1.4,0.6,0.3,0.0,0.0,0.0,1.3,0.0,0.0,,,,,,1320.0,2970.0,0.06,,
520,BU03450223,Veenendaal,Petenbos,3510,19.52,16.52,2.5,1414,391.0,18.0,99.0,82.0,3.0,1.5,1.0,2.3,0.5,0.4,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,1360.0,3200.0,0.31,,
521,BU03450224,Veenendaal,Petenbos Oost,2650,22.08,18.49,2.6,1019,371.0,28.0,99.0,76.0,10.0,2.2,0.8,2.6,0.8,0.8,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,1150.0,3160.0,0.33,,
522,BU03450225,Veenendaal,Nijverkamp,285,17.54,14.04,2.7,107,422.0,27.0,90.0,71.0,16.0,2.0,1.4,2.6,0.9,0.8,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,2070.0,4390.0,0.35,,
523,BU03450226,Veenendaal,De Groene Velden,15,33.33,33.33,2.8,5,0.0,0.0,0.0,0.0,0.0,2.3,1.7,1.9,1.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,0.0,0.0,0.0,,
524,BU03450227,Veenendaal,De Blauwe Hel,70,14.29,21.43,3.0,23,715.0,9.0,100.0,96.0,35.0,3.1,1.7,2.4,1.8,1.6,0.0,0.0,0.0,1.3,0.0,0.0,,,,,,2490.0,5400.0,0.0,,
525,BU03450228,Veenendaal,Middelbuurt,60,8.33,16.67,2.9,21,606.0,10.0,95.0,86.0,10.0,2.4,1.8,3.1,1.3,1.3,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2630.0,4800.0,0.0,,
526,BU03450330,Veenendaal,Stationswijk,650,26.15,13.08,2.3,277,306.0,37.0,96.0,62.0,13.0,0.7,0.8,0.6,0.2,0.8,0.0,0.0,0.0,1.7,0.0,0.0,,,,,,1390.0,2700.0,-0.01,,
527,BU03450331,Veenendaal,Franse Gat,5860,26.79,15.96,2.2,2640,266.0,38.0,97.0,40.0,16.0,0.9,0.5,1.5,0.4,1.0,0.0,0.0,0.0,1.8,0.0,0.0,,,,,,1240.0,2690.0,-0.18,,
528,BU03450332,Veenendaal,Salamander,765,20.92,18.3,2.9,265,632.0,1.0,98.0,98.0,46.0,1.4,1.0,2.0,0.7,1.0,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,2190.0,4350.0,0.6,,
529,BU03450440,Veenendaal,Molenbrug,2480,27.42,15.12,2.1,1207,210.0,69.0,98.0,36.0,6.0,1.6,0.3,0.6,0.2,0.3,0.0,0.0,0.0,1.9,0.0,0.0,,,,,,960.0,3060.0,-0.28,,
530,BU03450441,Veenendaal,'t Hoorntje,3025,30.41,14.88,2.2,1393,265.0,38.0,97.0,58.0,25.0,2.1,0.4,0.4,0.3,0.6,0.0,0.0,0.0,1.3,0.0,0.0,,,,,,1180.0,2610.0,-0.1,,
531,BU03450442,Veenendaal,De Pol,2075,26.75,16.87,2.6,742,311.0,16.0,98.0,81.0,8.0,2.3,0.7,0.5,0.3,0.3,0.0,0.0,0.0,1.3,0.0,0.0,,,,,,1410.0,3050.0,0.18,,
532,BU03450443,Veenendaal,Gelderse Blom,1620,22.53,16.98,2.4,665,333.0,24.0,99.0,81.0,8.0,2.7,1.0,0.6,0.5,0.6,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1230.0,3040.0,0.25,,
533,BU03450444,Veenendaal,De Compagnie,115,13.04,13.04,2.5,36,456.0,31.0,94.0,69.0,33.0,3.0,1.0,1.1,0.5,0.8,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,1920.0,4110.0,0.0,,
534,BU03450445,Veenendaal,De Batterijen,150,23.33,20.0,3.5,41,437.0,10.0,100.0,93.0,7.0,3.8,2.0,1.3,1.6,1.9,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,1980.0,4910.0,0.0,,
535,BU03450550,Veenendaal,Pioniersbuurt,3190,25.71,16.3,2.4,1318,281.0,25.0,99.0,54.0,12.0,2.5,0.8,0.9,0.3,0.3,0.0,0.0,0.0,1.7,0.0,0.0,,,,,,1110.0,2670.0,0.03,,
536,BU03450551,Veenendaal,Componistenbuurt,2490,20.68,17.47,2.6,929,383.0,7.0,100.0,89.0,1.0,3.2,1.2,1.2,0.7,0.3,0.0,0.0,0.0,2.2,0.0,0.0,,,,,,1685.0,3510.0,0.49,,
537,BU03450552,Veenendaal,Vogelbuurt,2880,26.04,17.01,2.4,1178,303.0,18.0,99.0,75.0,1.0,2.6,0.4,0.4,0.6,0.5,0.0,0.0,0.0,2.7,0.0,0.0,,,,,,1240.0,2880.0,0.23,,
538,BU03450553,Veenendaal,Schepenbuurt,3650,22.33,16.3,2.7,1350,341.0,9.0,99.0,88.0,0.0,1.6,0.9,1.1,0.8,0.7,0.0,0.0,0.0,2.4,0.0,0.0,,,,,,1480.0,3190.0,0.3,,
539,BU03450554,Veenendaal,Dichtersbuurt,2635,17.27,14.23,2.3,1132,348.0,30.0,99.0,72.0,1.0,2.4,1.0,1.0,0.5,0.4,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,1240.0,2740.0,0.18,,
540,BU03450555,Veenendaal,De Faktorij en De Vendel,110,13.64,13.64,3.2,33,630.0,21.0,94.0,82.0,3.0,3.1,1.4,1.3,0.5,0.7,0.0,0.0,0.0,1.7,0.0,0.0,,,,,,2640.0,5550.0,0.0,,
541,BU03450556,Veenendaal,De Kooi,50,20.0,20.0,3.0,19,0.0,0.0,0.0,0.0,0.0,3.7,1.9,1.4,1.5,1.9,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,2280.0,4530.0,0.0,,
542,BU03450557,Veenendaal,Hondzenelleboog,70,14.29,14.29,2.6,29,827.0,3.0,90.0,76.0,24.0,1.9,1.1,1.6,0.9,1.1,0.0,0.0,0.0,2.3,0.0,0.0,,,,,,3160.0,5090.0,0.0,,
543,BU03510001,Woudenberg,De Grift,2195,20.96,15.03,2.4,897,357.0,17.0,99.0,66.0,8.0,6.6,0.5,0.9,0.5,0.3,0.0,0.0,0.0,0.4,0.0,0.0,4.1,0.0,0.05,0.02,-0.07,1520.0,2950.0,0.12,20.0,26.840000000000003
544,BU03510002,Woudenberg,Nico Bergsteijn,2300,25.0,14.78,2.3,1015,329.0,30.0,98.0,59.0,21.0,6.6,0.5,0.5,0.3,0.3,0.0,0.0,0.0,0.6,0.0,0.0,4.06,-0.01,0.05,-0.0,-0.06,1310.0,2750.0,0.02,20.0,26.380000000000003
545,BU03510003,Woudenberg,Nieuwoord,1490,19.46,14.43,2.4,631,389.0,16.0,98.0,78.0,16.0,6.9,0.5,0.7,0.9,0.7,0.0,0.0,0.0,0.3,0.0,0.0,4.1,-0.01,0.06,0.02,-0.07,1450.0,2860.0,0.24,20.0,30.130000000000003
546,BU03510004,Woudenberg,Laanzicht,2960,21.28,15.37,2.5,1198,366.0,15.0,99.0,76.0,10.0,7.1,0.7,0.7,0.6,0.4,0.0,0.0,0.0,0.5,0.0,0.0,4.1,-0.01,0.07,0.02,-0.07,1460.0,2940.0,0.24,20.0,27.07
547,BU03510005,Woudenberg,Het Zeeland,1480,22.3,18.58,2.7,542,431.0,11.0,99.0,69.0,61.0,7.6,1.3,1.3,0.7,0.9,0.0,0.0,0.0,0.7,0.0,0.0,4.06,-0.01,0.06,0.01,-0.1,1320.0,3280.0,0.32,20.0,30.99
548,BU03510006,Woudenberg,Het Groene Woud,1735,34.87,19.02,3.0,571,424.0,17.0,99.0,84.0,90.0,7.4,1.3,1.3,0.9,0.9,0.0,0.0,0.0,0.9,0.0,0.0,4.12,-0.02,0.08,0.05,-0.1,1230.0,3550.0,0.47,20.0,22.93
549,BU03510007,Woudenberg,Woudenberg-Oost,380,30.26,15.79,2.8,139,488.0,1.0,96.0,94.0,37.0,8.5,0.6,2.4,1.6,2.2,0.0,0.0,0.0,0.2,0.0,0.0,4.17,-0.08,0.11,0.08,-0.11,2160.0,4270.0,0.0,20.0,38.63
550,BU03510008,Woudenberg,Bedrijventerrein,70,21.43,21.43,2.6,27,665.0,0.0,85.0,78.0,15.0,8.6,0.3,2.6,2.1,2.3,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,2170.0,4840.0,0.0,20.0,39.04
551,BU03510009,Woudenberg,Den Treek-Henschoten,350,20.0,10.0,2.5,88,0.0,11.0,74.0,60.0,28.0,7.2,2.1,2.4,2.3,2.0,0.0,0.0,0.0,0.4,0.0,0.0,4.3,0.01,0.1,0.11,-0.12,2300.0,4780.0,0.0,20.0,30.3
552,BU03510010,Woudenberg,Geerestein,160,12.5,15.62,2.8,59,0.0,3.0,92.0,71.0,22.0,6.2,1.7,2.0,1.6,1.6,0.0,0.0,0.0,0.9,0.0,0.0,4.24,-0.04,0.09,0.09,-0.1,2430.0,4340.0,0.0,20.0,29.330000000000002
553,BU03510011,Woudenberg,Voskuilen,220,18.18,13.64,2.9,77,0.0,4.0,95.0,83.0,13.0,6.8,3.1,3.5,3.2,3.3,0.0,0.0,0.0,2.5,0.0,0.0,4.13,-0.09,0.09,0.1,-0.16,2370.0,4600.0,0.0,20.0,32.42
554,BU03510012,Woudenberg,Rumelaar-Lambalgen,540,18.52,14.81,3.1,157,0.0,4.0,94.0,86.0,16.0,9.5,2.3,2.3,2.5,2.6,0.0,0.0,0.0,2.2,0.0,0.0,4.2,-0.09,0.12,0.11,-0.14,2500.0,4820.0,0.37,21.380000000000003,31.189999999999998
555,BU03520000,Wijk bij Duurstede,Binnenstad,1115,21.97,13.0,2.0,563,385.0,33.0,96.0,56.0,6.0,8.9,0.5,0.2,0.9,0.9,0.0,0.0,0.0,2.2,0.0,0.0,4.2,0.04,0.01,0.01,-0.03,1305.0,2700.0,0.16,20.0,26.9
556,BU03520001,Wijk bij Duurstede,De Engk,1800,20.0,11.94,1.8,1000,291.0,55.0,96.0,32.0,24.0,8.9,0.5,0.7,0.3,0.3,0.0,0.0,0.0,2.2,0.0,0.0,4.03,0.01,0.02,-0.04,-0.06,1120.0,2530.0,-0.35,,
557,BU03520002,Wijk bij Duurstede,Frankenhof,625,20.8,12.0,2.0,309,337.0,39.0,98.0,76.0,53.0,8.4,0.3,0.5,0.4,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.14,0.01,0.07,0.0,-0.03,1110.0,2660.0,0.2,,
558,BU03520003,Wijk bij Duurstede,De Heul,2255,21.73,16.85,2.2,1028,281.0,31.0,99.0,61.0,1.0,8.2,0.5,1.1,0.7,0.7,0.0,0.0,0.0,1.4,0.0,0.0,4.06,0.0,0.03,-0.01,-0.07,1280.0,3100.0,0.02,,
559,BU03520004,Wijk bij Duurstede,Noorderwaard-Noord,1930,20.47,16.06,2.4,794,324.0,4.0,99.0,78.0,0.0,8.2,0.6,1.1,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,4.12,0.0,0.06,0.02,-0.07,1440.0,2970.0,0.2,,
560,BU03520005,Wijk bij Duurstede,Noorderwaard-Zuid,1220,15.98,13.93,2.2,541,419.0,16.0,98.0,89.0,14.0,8.5,0.4,0.6,0.7,0.7,0.0,0.0,0.0,1.7,0.0,0.0,4.21,0.01,0.08,0.03,-0.05,1560.0,3320.0,0.38,,
561,BU03520006,Wijk bij Duurstede,De Horden Stenen en Ovens,1520,22.37,17.11,2.5,597,318.0,1.0,99.0,77.0,0.0,8.6,0.6,1.8,1.1,1.1,0.0,0.0,0.0,1.9,0.0,0.0,4.08,-0.01,0.08,0.01,-0.11,1280.0,2990.0,0.32,,
562,BU03520007,Wijk bij Duurstede,De Horden Rivieren,1505,23.92,16.61,2.3,642,310.0,7.0,99.0,78.0,0.0,9.3,0.5,2.1,1.1,1.1,0.0,0.0,0.0,2.5,0.0,0.0,4.03,-0.01,0.06,0.0,-0.12,1180.0,2970.0,0.27,,
563,BU03520008,Wijk bij Duurstede,De Horden Schepen,1735,25.65,15.27,2.3,735,304.0,8.0,99.0,76.0,4.0,9.3,0.5,1.7,0.6,0.6,0.0,0.0,0.0,2.6,0.0,0.0,4.03,-0.0,0.04,0.0,-0.11,1170.0,2960.0,0.27,,
564,BU03520009,Wijk bij Duurstede,De Horden Parckwijk,1235,21.46,15.38,2.2,554,365.0,19.0,98.0,72.0,12.0,9.3,0.5,1.6,0.5,0.5,0.0,0.0,0.0,2.6,0.0,0.0,4.08,0.01,0.05,0.01,-0.1,1280.0,3030.0,0.2,,
565,BU03520010,Wijk bij Duurstede,Bedrijventerrein Broekweg & Langshaven,30,16.67,16.67,3.0,10,0.0,0.0,0.0,0.0,0.0,9.8,1.6,2.9,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,2170.0,4650.0,0.0,,
566,BU03520011,Wijk bij Duurstede,De Geer,2660,21.62,18.61,2.6,1038,416.0,15.0,98.0,86.0,37.0,7.6,0.9,1.8,1.1,1.0,0.0,0.0,0.0,0.8,0.0,0.0,4.11,-0.01,0.06,0.03,-0.1,1230.0,3410.0,0.45,,
567,BU03520100,Wijk bij Duurstede,Buitengebied Wijk bij Duurstede,360,15.28,15.28,2.5,122,543.0,11.0,98.0,87.0,7.0,8.8,1.5,2.1,1.8,1.8,0.0,0.0,0.0,2.5,0.0,0.0,4.18,-0.02,0.09,0.08,-0.13,2230.0,4060.0,0.4,,
568,BU03520101,Wijk bij Duurstede,Buitengebied ten zuiden van Amsterdam-Rijnkanaal,215,13.95,18.6,2.8,78,532.0,6.0,94.0,96.0,14.0,7.8,3.1,4.0,3.6,3.6,0.0,0.0,0.0,4.3,0.0,0.0,4.16,-0.06,0.13,0.12,-0.2,,,,20.0,25.99
569,BU03520200,Wijk bij Duurstede,Cothen,2835,19.75,16.05,2.4,1193,368.0,10.0,98.0,71.0,25.0,5.6,0.5,0.6,0.4,0.4,0.0,0.0,0.0,0.8,0.0,0.0,4.13,-0.01,0.09,0.03,-0.11,1470.0,3260.0,0.19,20.0,25.95
570,BU03520201,Wijk bij Duurstede,Buitengebied Cothen,435,18.39,13.79,2.5,156,546.0,12.0,93.0,76.0,10.0,7.3,2.3,2.5,2.3,2.3,0.0,0.0,0.0,2.0,0.0,0.0,4.18,-0.06,0.12,0.11,-0.15,2450.0,4570.0,0.46,,
571,BU03520300,Wijk bij Duurstede,Langbroek,1755,22.22,15.67,2.5,700,376.0,10.0,98.0,71.0,30.0,3.3,2.3,2.1,0.6,0.4,0.0,0.0,0.0,0.2,0.0,0.0,4.11,-0.01,0.08,0.03,-0.12,1470.0,3030.0,0.19,20.0,30.21
