,buurt_code,gm_naam,regio,aantal_inwoners,aantal_inwoners_tussen_25_44_percentage,aantal_huishoudens_met_kinderen_percentage,gemiddelde_huishoudensgrootte,woningvoorraad,gemiddelde_woningwaarde,meergezinswoning_percentage,bewoond_percentage,koopwoning_percentage,bouwjaar_vanaf_2000_percentage,afstand_tot_ziekenhuis_km,afstand_tot_grote_supermarkt_km,afstand_tot_cafe_km,afstand_tot_kinderdagverblijf_km,afstand_tot_buitenschoolseopvang_km,afstand_tot_openbaar_groen_km,afstand_tot_park_of_plantsoen_km,afstand_tot_bos_km,afstand_tot_hoofdverkeersweg_km,afstand_tot_treinstation_km,AfstandTotSemiOpenbaarGroenTotaal_83,leefbarometer_score,leefbarometer_fysieke_omgeving,leefbarometer_fysieke_overlast,leefbarometer_sociale_samenhang,leefbarometer_voorzieningen,aardgasverbruik_m3_gemiddeld,elektriciteitsverbruik_kwh_gemiddeld,social_economische_score_gemiddeld,geluid_van_treinverkeer,geluid_van_weg
0,BU03070100,Amersfoort,Hof,710,36.62,5.63,1.4,396,335.0,69.0,91.0,26.0,2.0,2.3,0.2,0.1,0.9,0.9,0.0,0.0,0.0,2.1,0.0,0.0,4.22,0.02,-0.14,-0.04,0.24,1310.0,2430.0,-0.12,20.0,31.65
1,BU03070101,Amersfoort,Nieuwstraat e.o.,460,32.61,8.7,1.6,259,420.0,61.0,93.0,41.0,11.0,2.6,0.4,0.2,0.6,0.6,0.0,0.0,0.0,2.0,0.0,0.0,4.26,0.02,-0.1,-0.03,0.24,1280.0,2600.0,0.09,20.0,27.009999999999998
2,BU03070102,Amersfoort,Mooierstraat e.o.,165,24.24,12.12,1.7,100,440.0,72.0,89.0,45.0,0.0,2.6,0.3,0.2,0.5,0.5,0.0,0.0,0.0,2.1,0.0,0.0,4.28,0.04,-0.11,-0.03,0.24,1350.0,2770.0,0.0,20.0,24.79
3,BU03070103,Amersfoort,Lieve Vrouwekerkhof,465,32.26,8.6,1.6,298,341.0,77.0,94.0,33.0,1.0,2.4,0.3,0.2,0.7,0.7,0.0,0.0,0.0,2.4,0.0,0.0,4.18,0.02,-0.18,-0.05,0.26,1170.0,2290.0,-0.04,20.0,30.610000000000003
4,BU03070104,Amersfoort,Coninckstraat e.o.,1255,33.86,8.76,1.6,772,308.0,48.0,95.0,29.0,5.0,2.6,0.2,0.4,0.8,0.8,0.0,0.0,0.0,1.9,0.0,0.0,4.22,0.01,-0.09,-0.04,0.22,1150.0,2300.0,-0.12,20.45,28.560000000000002
5,BU03070105,Amersfoort,Beestenmarkt,1045,36.84,6.22,1.5,651,326.0,92.0,95.0,53.0,8.0,2.8,0.2,0.4,0.7,0.7,0.0,0.0,0.0,1.7,0.0,0.0,4.23,0.0,-0.06,-0.04,0.21,980.0,2090.0,0.16,20.0,33.39
6,BU03070106,Amersfoort,Grote Haag,490,44.9,8.16,1.5,317,316.0,89.0,94.0,29.0,26.0,2.8,0.3,0.1,0.4,0.4,0.0,0.0,0.0,2.2,0.0,0.0,4.22,0.03,-0.16,-0.02,0.25,950.0,2080.0,0.02,20.0,32.87
7,BU03070107,Amersfoort,Stadhuisplein,655,47.33,3.82,1.4,320,255.0,96.0,97.0,8.0,37.0,2.4,0.3,0.3,0.7,0.7,0.0,0.0,0.0,2.4,0.0,0.0,4.12,0.02,-0.2,-0.04,0.25,970.0,1990.0,0.2,22.169999999999998,34.72
8,BU03070108,Amersfoort,Schimmelpenninckbuurt,405,22.22,11.11,1.8,184,418.0,49.0,98.0,60.0,0.0,2.1,0.5,0.3,0.7,0.7,0.0,0.0,0.0,2.3,0.0,0.0,4.26,-0.02,-0.05,-0.02,0.21,1420.0,2570.0,0.2,28.26,29.630000000000003
9,BU03070200,Amersfoort,Smallepad e.o.,435,74.71,1.15,1.3,363,201.0,100.0,94.0,0.0,0.0,2.6,0.7,0.6,1.0,1.1,0.0,0.0,0.0,2.7,0.0,0.0,3.87,-0.03,-0.24,-0.0,0.2,590.0,1660.0,-0.22,0.0,0.0
10,BU03070202,Amersfoort,Snouckaertlaan e.o.,855,24.56,7.6,1.5,495,381.0,76.0,93.0,41.0,33.0,2.7,0.5,0.5,0.5,0.8,0.0,0.0,0.0,2.4,0.0,0.0,4.2,-0.01,-0.09,-0.03,0.24,1080.0,2340.0,-0.16,20.0,37.480000000000004
11,BU03070204,Amersfoort,Zonnehof,565,35.4,7.08,1.6,347,344.0,88.0,96.0,44.0,43.0,2.9,0.1,0.2,0.2,0.7,0.0,0.0,0.0,2.0,0.0,0.0,4.34,-0.0,-0.0,-0.02,0.24,950.0,2290.0,0.19,20.0,39.96
12,BU03070300,Amersfoort,Rivierenbuurt-Oost,1725,26.09,15.07,2.1,812,337.0,33.0,98.0,59.0,0.0,1.7,0.3,0.5,0.2,0.2,0.0,0.0,0.0,1.5,0.0,0.0,4.2,-0.02,-0.01,-0.02,0.14,1180.0,2410.0,0.07,20.0,30.169999999999998
13,BU03070301,Amersfoort,Rivierenbuurt-West,1265,30.43,17.0,2.3,544,317.0,18.0,97.0,51.0,0.0,2.1,0.6,0.3,0.3,0.2,0.0,0.0,0.0,1.0,0.0,0.0,4.07,-0.03,-0.05,-0.03,0.11,1280.0,2330.0,-0.07,20.0,29.630000000000003
14,BU03070302,Amersfoort,Gerrit van Stellingwerfstraat e.o.,1575,34.6,14.92,2.0,764,316.0,31.0,97.0,59.0,12.0,2.1,0.5,0.2,0.3,0.7,0.0,0.0,0.0,2.1,0.0,0.0,4.15,-0.04,-0.02,-0.02,0.13,1220.0,2370.0,0.09,22.11,27.45
15,BU03070303,Amersfoort,Bloemenbuurt-Oost,2235,30.87,16.11,2.0,1082,282.0,19.0,97.0,24.0,4.0,2.1,0.4,0.2,0.4,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.07,-0.04,-0.06,-0.04,0.11,1200.0,2420.0,-0.32,20.22,25.709999999999997
16,BU03070304,Amersfoort,Bloemenbuurt-West,1665,32.13,15.02,2.1,771,306.0,5.0,98.0,39.0,6.0,2.5,0.8,0.4,0.8,0.4,0.0,0.0,0.0,1.2,0.0,0.0,4.04,-0.03,-0.05,-0.04,0.07,1300.0,2460.0,-0.15,20.0,25.59
17,BU03070305,Amersfoort,Bomenbuurt,1405,30.6,16.01,2.0,696,259.0,29.0,97.0,18.0,0.0,2.5,1.1,0.6,0.8,0.5,0.0,0.0,0.0,1.0,0.0,0.0,3.99,-0.02,-0.08,-0.05,0.06,1020.0,2020.0,-0.42,20.919999999999998,31.110000000000003
18,BU03070306,Amersfoort,Puntenburg,1835,51.5,9.81,1.8,1002,353.0,88.0,96.0,36.0,96.0,1.9,0.3,0.3,0.3,0.7,0.0,0.0,0.0,2.0,0.0,0.0,4.09,-0.04,-0.06,-0.06,0.16,730.0,2330.0,0.29,25.31,37.2
19,BU03070307,Amersfoort,Piet Mondriaanlaan e.o.,245,51.02,6.12,1.6,151,329.0,77.0,99.0,62.0,100.0,2.5,0.7,0.8,0.9,1.3,0.0,0.0,0.0,2.5,0.0,0.0,4.2,-0.02,-0.01,0.01,0.11,570.0,1890.0,0.37,20.759999999999998,38.32
20,BU03070308,Amersfoort,Wagenwerkplaats,115,21.74,21.74,2.6,42,354.0,29.0,100.0,71.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,4230.0,0.0,,
21,BU03070309,Amersfoort,Spooremplacement,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,
22,BU03070401,Amersfoort,Eemplein-Nieuwe Stad,200,37.5,7.5,1.8,111,494.0,99.0,96.0,41.0,99.0,1.9,0.1,0.5,0.6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.11,-0.03,-0.13,-0.05,0.2,740.0,2070.0,0.0,35.230000000000004,36.44
23,BU03070402,Amersfoort,Kop van Isselt,215,32.56,2.33,1.0,214,83.0,98.0,97.0,0.0,97.0,1.4,0.6,0.3,0.7,0.7,0.0,0.0,0.0,1.5,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
24,BU03070504,Amersfoort,Isselt-Oost,55,27.27,18.18,2.0,15,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.4,0.9,0.9,0.0,0.0,0.0,0.8,0.0,0.0,,,,,,1860.0,2990.0,0.0,,
25,BU03070505,Amersfoort,Isselt-West,60,25.0,16.67,2.7,10,0.0,0.0,0.0,0.0,0.0,2.6,1.9,1.4,1.5,1.3,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,1930.0,4590.0,0.0,,
26,BU03070600,Amersfoort,Jericho / Jeruzalem,620,24.19,14.52,1.8,337,275.0,0.0,99.0,7.0,0.0,1.4,0.7,0.3,0.5,0.5,0.0,0.0,0.0,1.8,0.0,0.0,4.14,-0.01,-0.08,-0.05,0.17,1170.0,1960.0,-0.44,20.12,37.21
27,BU03070601,Amersfoort,Sterrenbeeldenbuurt,1760,32.67,16.48,2.2,797,298.0,82.0,97.0,35.0,47.0,1.7,0.9,0.3,0.3,0.3,0.0,0.0,0.0,2.1,0.0,0.0,3.97,-0.02,-0.15,-0.05,0.13,870.0,2270.0,-0.32,23.1,36.88
28,BU03070603,Amersfoort,Gildekwartier,810,20.99,10.49,1.8,446,437.0,70.0,97.0,56.0,75.0,1.6,0.8,0.4,0.6,0.6,0.0,0.0,0.0,2.0,0.0,0.0,4.22,-0.02,-0.03,-0.04,0.18,890.0,2500.0,0.32,23.43,24.43
29,BU03070700,Amersfoort,Kruiskamp-Noord,2420,31.2,16.74,2.3,1030,306.0,48.0,98.0,53.0,32.0,2.7,0.6,0.7,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.0,4.11,-0.01,-0.07,-0.03,0.15,1130.0,2350.0,-0.13,27.15,29.630000000000003
30,BU03070701,Amersfoort,Kruiskamp-Midden,1975,28.61,14.68,2.1,927,297.0,46.0,98.0,36.0,28.0,2.8,0.2,0.4,0.3,0.5,0.0,0.0,0.0,1.7,0.0,0.0,4.05,-0.01,-0.1,-0.06,0.16,1120.0,2160.0,-0.29,20.05,33.260000000000005
31,BU03070702,Amersfoort,Kruiskamp-Zuid,1800,36.11,12.5,1.9,883,254.0,77.0,96.0,34.0,23.0,3.2,0.3,0.3,0.5,0.7,0.0,0.0,0.0,1.3,0.0,0.0,4.01,-0.02,-0.11,-0.05,0.16,1080.0,2020.0,-0.32,20.0,33.9
32,BU03070800,Amersfoort,Vuurtoren,1660,17.77,11.75,2.0,857,331.0,42.0,97.0,52.0,0.0,1.6,0.3,0.8,0.7,0.7,0.0,0.0,0.0,1.9,0.0,0.0,4.16,-0.01,-0.01,-0.02,0.1,1190.0,2440.0,0.01,20.0,32.54
33,BU03070801,Amersfoort,De Plaatsen,1755,24.79,15.38,2.1,821,263.0,63.0,99.0,34.0,0.0,2.0,0.6,0.8,0.4,0.4,0.0,0.0,0.0,2.3,0.0,0.0,4.03,-0.01,-0.11,-0.05,0.11,1220.0,2150.0,-0.39,20.31,34.12
34,BU03070803,Amersfoort,Koperhorst,1110,14.41,11.26,2.1,510,319.0,28.0,98.0,62.0,0.0,2.4,0.6,1.1,0.6,0.4,0.0,0.0,0.0,2.8,0.0,0.0,4.23,0.0,0.01,0.01,0.1,1360.0,2430.0,0.08,27.790000000000003,30.880000000000003
35,BU03070900,Amersfoort,Elly Takmastraat e.o.,2015,24.07,15.63,2.2,908,329.0,18.0,99.0,63.0,0.0,1.3,0.7,1.0,0.5,0.5,0.0,0.0,0.0,1.6,0.0,0.0,4.13,-0.01,-0.01,-0.02,0.08,1040.0,2470.0,0.07,20.0,36.97
36,BU03070902,Amersfoort,Camera Obscurastraat e.o.,1650,26.06,15.45,2.1,764,317.0,30.0,99.0,67.0,0.0,1.8,0.4,1.5,0.5,0.5,0.0,0.0,0.0,2.1,0.0,0.0,4.12,-0.0,-0.02,-0.03,0.08,950.0,2520.0,0.17,20.0,35.38
37,BU03070903,Amersfoort,Queekhoven e.o.,2145,26.11,15.15,2.0,1030,303.0,29.0,99.0,52.0,0.0,2.4,0.5,1.7,0.3,0.3,0.0,0.0,0.0,2.7,0.0,0.0,4.1,-0.0,-0.04,-0.03,0.08,1040.0,2320.0,-0.01,21.6,32.39
38,BU03070905,Amersfoort,Het Gein,1195,23.85,15.06,2.1,562,301.0,28.0,99.0,74.0,0.0,3.0,0.4,2.2,0.4,0.4,0.0,0.0,0.0,3.0,0.0,0.0,4.13,-0.0,0.0,-0.03,0.07,990.0,2460.0,0.17,20.68,34.88
39,BU03070906,Amersfoort,Park Schothorst,50,0.0,10.0,2.1,26,613.0,4.0,92.0,69.0,0.0,2.0,0.7,1.3,0.7,0.6,0.0,0.0,0.0,1.8,0.0,0.0,,,,,,1800.0,3390.0,0.0,,
40,BU03071000,Amersfoort,Liendert-Noord,1075,24.65,16.74,2.6,406,344.0,39.0,97.0,51.0,12.0,3.0,0.4,1.1,0.4,0.6,0.0,0.0,0.0,1.9,0.0,0.0,4.09,-0.0,-0.05,-0.02,0.11,1380.0,2630.0,-0.18,33.769999999999996,25.830000000000002
41,BU03071001,Amersfoort,Zangvogelbuurt,1570,33.76,15.92,2.0,767,240.0,61.0,96.0,32.0,8.0,3.0,0.3,0.8,0.3,0.4,0.0,0.0,0.0,1.5,0.0,0.0,4.04,0.0,-0.05,-0.05,0.13,1020.0,2080.0,-0.32,20.0,29.82
42,BU03071002,Amersfoort,De Horsten,2020,28.71,18.07,2.5,797,242.0,64.0,98.0,38.0,6.0,3.4,0.3,1.1,0.3,0.3,0.0,0.0,0.0,1.6,0.0,0.0,3.96,0.01,-0.11,-0.06,0.09,1060.0,2130.0,-0.33,20.259999999999998,26.709999999999997
43,BU03071003,Amersfoort,Watervogelbuurt,1550,34.19,12.26,1.8,852,255.0,68.0,98.0,61.0,0.0,3.5,0.4,0.8,0.4,0.3,0.0,0.0,0.0,0.9,0.0,0.0,4.13,0.01,-0.01,-0.03,0.12,1065.0,2500.0,0.03,20.0,28.889999999999997
44,BU03071004,Amersfoort,Liendert-Zuid,1800,33.33,12.22,1.9,933,262.0,72.0,98.0,23.0,38.0,3.7,0.8,0.6,0.3,0.5,0.0,0.0,0.0,0.6,0.0,0.0,3.97,-0.02,-0.12,-0.07,0.11,910.0,2230.0,-0.43,20.0,38.010000000000005
45,BU03071100,Amersfoort,Rustenburg-Noord,1535,23.13,16.29,2.5,603,326.0,0.0,97.0,59.0,0.0,4.3,1.1,1.7,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0.0,4.13,-0.01,0.03,-0.01,0.03,1300.0,2810.0,0.0,26.49,34.88
46,BU03071101,Amersfoort,Rustenburg-Zuid,1660,17.17,13.86,2.3,740,345.0,24.0,98.0,77.0,2.0,4.1,0.9,1.3,0.7,0.7,0.0,0.0,0.0,1.4,0.0,0.0,4.24,-0.02,0.06,0.03,0.05,1360.0,2610.0,0.17,20.1,39.79
47,BU03071201,Amersfoort,Bloeidaal,205,14.63,19.51,2.8,68,747.0,0.0,99.0,96.0,56.0,5.4,2.3,1.5,1.8,1.8,0.0,0.0,0.0,0.7,0.0,0.0,4.35,-0.07,0.11,0.11,0.01,2180.0,5440.0,0.0,25.65,40.0
48,BU03071202,Amersfoort,Stoutenburg-Noord,125,12.0,16.0,2.6,49,656.0,18.0,96.0,76.0,6.0,6.6,2.3,2.3,1.9,2.0,0.0,0.0,0.0,3.3,0.0,0.0,4.33,-0.01,0.11,0.11,-0.07,2580.0,4360.0,0.0,25.18,35.47
49,BU03071203,Amersfoort,De Wieken,20,25.0,0.0,1.8,11,0.0,0.0,0.0,0.0,0.0,5.4,2.1,1.4,1.7,1.8,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,2620.0,3960.0,0.0,,
50,BU03071204,Amersfoort,Vinkenhoef,45,11.11,11.11,2.5,25,402.0,16.0,68.0,72.0,0.0,5.8,1.7,0.9,1.3,1.3,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,1880.0,3460.0,0.0,,
51,BU03071205,Amersfoort,Nijkerkerstraat e.o.,70,21.43,14.29,2.4,30,526.0,3.0,83.0,57.0,3.0,5.1,1.4,0.3,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,,,,,,2560.0,4890.0,0.0,,
52,BU03071300,Amersfoort,Schuilenburg-Midden,1680,24.4,15.48,2.4,673,291.0,25.0,98.0,31.0,3.0,4.2,0.8,0.4,0.2,0.3,0.0,0.0,0.0,0.8,0.0,0.0,4.1,-0.01,-0.01,-0.04,0.1,1220.0,2250.0,-0.17,20.0,29.32
53,BU03071301,Amersfoort,Schuilenburg-Noord,1750,39.43,15.14,2.1,842,264.0,86.0,98.0,27.0,49.0,4.2,1.0,0.3,0.3,0.6,0.0,0.0,0.0,0.6,0.0,0.0,3.97,-0.01,-0.11,-0.06,0.09,1380.0,2130.0,-0.55,20.0,35.32
54,BU03071302,Amersfoort,Schuilenburg-Zuid,1045,19.14,7.66,1.8,642,286.0,74.0,95.0,56.0,0.0,3.7,0.6,0.7,0.5,0.7,0.0,0.0,0.0,1.2,0.0,0.0,4.17,-0.02,0.06,-0.0,0.08,1410.0,2310.0,0.14,20.0,22.93
55,BU03071400,Amersfoort,Willem III,1605,27.73,13.08,1.9,873,300.0,55.0,94.0,39.0,0.0,3.3,0.6,0.7,0.6,0.6,0.0,0.0,0.0,1.5,0.0,0.0,4.17,0.0,-0.04,-0.04,0.16,1010.0,2220.0,-0.13,20.0,27.060000000000002
56,BU03071401,Amersfoort,Componistenbuurt-Noord,1940,29.38,13.66,1.9,1020,352.0,59.0,97.0,58.0,21.0,3.6,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,4.2,0.0,-0.0,-0.02,0.14,1190.0,2470.0,0.13,20.0,31.119999999999997
57,BU03071402,Amersfoort,Componistenbuurt-Midden,1225,26.94,10.2,1.6,668,252.0,84.0,96.0,26.0,9.0,3.4,0.3,0.2,0.2,0.3,0.0,0.0,0.0,1.7,0.0,0.0,4.08,0.0,-0.08,-0.05,0.15,990.0,1890.0,-0.36,20.0,30.52
58,BU03071403,Amersfoort,Componistenbuurt-Zuid,2495,33.47,17.23,2.2,1095,324.0,52.0,98.0,55.0,30.0,3.1,0.6,0.5,0.2,0.3,0.0,0.0,0.0,1.9,0.0,0.0,4.1,-0.01,-0.06,-0.02,0.12,1070.0,2240.0,0.0,20.0,33.489999999999995
59,BU03071500,Amersfoort,Bekenstein / De Luiaard,1610,28.88,12.73,1.8,758,412.0,39.0,95.0,67.0,10.0,3.2,0.4,0.3,0.2,0.3,0.0,0.0,0.0,2.0,0.0,0.0,4.3,-0.01,-0.02,-0.02,0.22,1430.0,2650.0,0.2,20.0,32.08
60,BU03071501,Amersfoort,Vermeerkwartier-Oost,2040,24.75,17.4,2.5,829,475.0,46.0,96.0,63.0,17.0,3.6,1.0,0.9,0.4,0.4,0.0,0.0,0.0,1.5,0.0,0.0,4.23,-0.01,-0.02,-0.0,0.15,1410.0,2720.0,0.19,20.0,30.6
61,BU03071502,Amersfoort,Vermeerkwartier-West,1850,26.76,15.95,2.2,819,417.0,19.0,98.0,66.0,2.0,3.4,0.5,0.4,0.3,0.6,0.0,0.0,0.0,1.6,0.0,0.0,4.34,-0.02,0.03,-0.01,0.2,1450.0,2590.0,0.31,20.0,30.209999999999997
62,BU03071503,Amersfoort,Dorrestein,805,21.12,8.07,1.7,498,324.0,73.0,97.0,26.0,0.0,4.2,1.5,1.5,0.9,0.3,0.0,0.0,0.0,1.0,0.0,0.0,4.22,-0.0,0.05,0.01,0.08,1440.0,2410.0,-0.18,20.0,32.260000000000005
63,BU03071600,Amersfoort,De Driehoek,1390,28.78,16.91,2.1,667,348.0,12.0,96.0,45.0,2.0,3.6,0.4,0.3,0.2,0.7,0.0,0.0,0.0,1.6,0.0,0.0,4.29,-0.02,0.02,-0.02,0.17,1400.0,2470.0,-0.04,20.0,29.130000000000003
64,BU03071601,Amersfoort,Leusderkwartier-West,1900,22.11,15.26,2.2,840,536.0,36.0,97.0,83.0,10.0,4.2,0.4,0.8,0.3,0.6,0.0,0.0,0.0,1.1,0.0,0.0,4.34,0.02,0.03,0.03,0.12,1600.0,3020.0,0.46,20.0,29.43
65,BU03071602,Amersfoort,Leusderkwartier-Oost,2280,23.68,15.79,2.1,1056,404.0,39.0,98.0,56.0,4.0,4.2,0.8,0.9,0.3,0.3,0.0,0.0,0.0,1.1,0.0,0.0,4.22,0.01,0.0,-0.01,0.11,1350.0,2420.0,0.1,20.0,28.46
66,BU03071603,Amersfoort,Nimmerdor,25,20.0,20.0,2.6,10,0.0,0.0,0.0,0.0,0.0,4.2,1.5,1.5,0.8,0.6,0.0,0.0,0.0,0.4,0.0,0.0,,,,,,2680.0,4830.0,0.0,20.0,37.519999999999996
67,BU03071700,Amersfoort,Westerstraat e.o.,455,28.57,14.29,1.8,231,383.0,24.0,96.0,55.0,11.0,3.1,0.4,0.1,0.2,0.6,0.0,0.0,0.0,2.1,0.0,0.0,4.27,-0.03,-0.0,-0.02,0.2,1340.0,2300.0,0.07,20.0,39.32
68,BU03071701,Amersfoort,Juliana van Stolberg,1305,27.2,13.03,1.7,790,291.0,68.0,96.0,39.0,0.0,3.6,0.5,0.4,0.3,0.6,0.0,0.0,0.0,1.9,0.0,0.0,4.15,-0.01,-0.05,-0.04,0.15,960.0,1970.0,-0.24,20.0,30.55
69,BU03071702,Amersfoort,Huijgenslaan e.o.,505,13.86,16.83,2.6,200,895.0,16.0,94.0,87.0,4.0,3.5,0.8,0.5,0.2,0.2,0.0,0.0,0.0,1.8,0.0,0.0,4.44,-0.01,0.06,0.04,0.15,2540.0,4390.0,0.59,20.0,34.59
70,BU03071703,Amersfoort,De Lichtenberg,920,17.39,17.93,2.7,330,755.0,1.0,98.0,99.0,8.0,4.0,0.5,0.9,0.2,0.2,0.0,0.0,0.0,1.3,0.0,0.0,4.45,0.01,0.08,0.06,0.13,2070.0,3580.0,0.68,20.0,34.660000000000004
71,BU03071704,Amersfoort,Verhoevenstraat e.o.,1015,25.12,14.78,2.2,454,460.0,8.0,97.0,62.0,2.0,3.9,0.3,0.6,0.4,0.4,0.0,0.0,0.0,1.3,0.0,0.0,4.31,-0.0,0.03,0.0,0.14,1470.0,2620.0,0.17,20.0,34.53
72,BU03071705,Amersfoort,Indische Buurt,1055,17.06,17.06,2.6,416,665.0,12.0,98.0,87.0,0.0,4.8,0.9,1.4,0.8,0.3,0.0,0.0,0.0,0.5,0.0,0.0,4.33,0.01,0.06,0.04,0.07,1980.0,3350.0,0.5,20.0,38.089999999999996
73,BU03071706,Amersfoort,Klein Zwitserland-Laag,760,32.24,13.82,1.7,454,279.0,100.0,97.0,37.0,0.0,4.8,1.1,1.5,0.8,0.7,0.0,0.0,0.0,0.9,0.0,0.0,4.17,0.05,-0.04,-0.0,0.07,980.0,1780.0,-0.16,20.0,34.019999999999996
74,BU03071707,Amersfoort,Klein Zwitserland-Hoog,95,5.26,10.53,2.7,21,1139.0,10.0,90.0,86.0,5.0,4.8,1.6,1.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2260.0,5180.0,0.0,20.0,39.5
75,BU03071800,Amersfoort,Regentesselaan e.o.,770,11.04,14.29,2.3,311,923.0,18.0,95.0,93.0,2.0,3.4,0.9,0.5,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.0,4.48,-0.0,0.07,0.05,0.16,2790.0,4330.0,0.59,20.0,38.9
76,BU03071801,Amersfoort,Stationsbuurt,35,0.0,0.0,1.4,26,528.0,100.0,100.0,96.0,100.0,2.9,0.4,0.1,0.1,0.6,0.0,0.0,0.0,2.1,0.0,0.0,,,,,,1240.0,2380.0,0.0,20.0,40.0
77,BU03071802,Amersfoort,Staatsliedenbuurt-Oost,580,13.79,16.38,2.7,215,1017.0,10.0,99.0,92.0,5.0,3.7,1.5,1.2,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.0,4.5,0.0,0.1,0.08,0.11,3050.0,4790.0,0.69,25.11,34.230000000000004
78,BU03071803,Amersfoort,Staatsliedenbuurt-West,1155,19.91,15.15,2.3,502,640.0,44.0,97.0,77.0,14.0,4.4,2.0,1.6,0.4,0.5,0.0,0.0,0.0,1.4,0.0,0.0,4.34,0.0,0.08,0.05,0.07,1990.0,3450.0,0.52,23.29,34.37
79,BU03071804,Amersfoort,Oranjebuurt,885,10.17,15.25,2.6,350,894.0,17.0,96.0,97.0,9.0,4.4,1.7,1.5,0.5,0.6,0.0,0.0,0.0,1.2,0.0,0.0,4.48,0.03,0.1,0.08,0.08,2410.0,4540.0,0.67,20.0,31.04
80,BU03071900,Amersfoort,De Ham,1760,17.61,14.77,2.3,735,443.0,14.0,100.0,66.0,7.0,1.8,0.5,0.5,0.6,0.4,0.0,0.0,0.0,0.7,0.0,0.0,4.28,0.0,0.06,0.02,0.06,1380.0,3100.0,0.31,20.0,34.089999999999996
81,BU03071901,Amersfoort,Langenoord,1580,20.89,14.87,2.2,737,374.0,20.0,98.0,89.0,6.0,2.4,0.5,0.5,0.3,0.2,0.0,0.0,0.0,1.1,0.0,0.0,4.24,0.0,0.04,0.03,0.04,1420.0,2950.0,0.32,20.0,33.13
82,BU03071902,Amersfoort,Bieshaar-Noord,2420,20.04,16.94,2.4,993,357.0,2.0,98.0,92.0,1.0,2.6,0.7,0.6,0.6,0.6,0.0,0.0,0.0,1.4,0.0,0.0,4.22,0.0,0.06,0.03,0.02,1490.0,3290.0,0.35,20.0,37.22
83,BU03071903,Amersfoort,Bieshaar-Zuid,1355,18.82,13.65,2.2,613,384.0,26.0,99.0,71.0,7.0,2.0,0.4,0.8,0.4,0.3,0.0,0.0,0.0,0.8,0.0,0.0,4.23,-0.02,0.06,0.01,0.05,1290.0,2890.0,0.19,20.0,39.58
84,BU03071904,Amersfoort,De Bik,1475,20.34,17.63,2.6,565,403.0,10.0,99.0,96.0,2.0,1.5,0.3,0.4,0.4,0.4,0.0,0.0,0.0,0.7,0.0,0.0,4.3,-0.02,0.07,0.04,0.07,1310.0,3200.0,0.45,20.0,40.019999999999996
85,BU03071905,Amersfoort,De Brinken,720,13.19,15.97,2.1,350,342.0,31.0,98.0,59.0,7.0,3.1,1.1,0.4,0.4,0.6,0.0,0.0,0.0,1.3,0.0,0.0,4.21,-0.0,0.04,0.02,0.02,1070.0,2650.0,0.08,20.0,37.660000000000004
86,BU03071906,Amersfoort,De Biezen,365,10.96,16.44,2.5,136,515.0,1.0,99.0,98.0,6.0,2.9,1.4,0.5,0.8,0.9,0.0,0.0,0.0,1.4,0.0,0.0,4.28,0.01,0.08,0.06,0.0,730.0,1865.0,0.26,20.0,40.010000000000005
87,BU03072000,Amersfoort,Vlinderbuurt,1270,22.83,19.69,2.4,508,343.0,7.0,99.0,59.0,0.0,4.4,1.0,1.9,0.4,0.5,0.0,0.0,0.0,1.8,0.0,0.0,4.13,-0.01,-0.0,-0.01,0.05,1080.0,2810.0,0.09,20.0,40.0
88,BU03072001,Amersfoort,Erasmusstraat e.o.,1465,20.14,17.06,2.3,643,306.0,29.0,98.0,39.0,0.0,3.6,0.5,2.4,0.3,0.4,0.0,0.0,0.0,2.3,0.0,0.0,4.13,0.01,-0.02,-0.03,0.08,1000.0,2580.0,0.0,21.419999999999998,39.78
89,BU03072002,Amersfoort,Muziekbuurt-Noord,1090,20.18,15.14,2.2,493,308.0,26.0,98.0,68.0,0.0,4.2,0.7,1.7,0.2,0.4,0.0,0.0,0.0,1.6,0.0,0.0,4.14,0.01,-0.02,-0.02,0.07,960.0,2480.0,0.07,20.0,39.84
